Fold,MAE,RMSE,R2
1,0.5855413885779629,0.8098123037822346,0.03095506360645206
2,0.5669361302489218,0.7926222492674813,0.027193362951670075
3,0.585601801625983,0.7839745786570397,0.13347235144231206
4,0.5915328404667004,0.8020213128424521,0.03553015325090514
5,0.6223430108892052,0.8011332186120386,-0.04867819769938442
