Fold,MAE,RMSE,R2
1,0.6089209668099496,0.80840844559923,0.03431194640109958
2,0.6435753025147589,0.8834316307542928,-0.20848119455426484
3,0.5773458902373362,0.824216146837409,0.04223116722441567
4,0.6179353522373908,0.8540244069101763,-0.09359722761534806
5,0.5263938700998095,0.7074419445068878,0.18226164060283323
