Season,MAE,RMSE,R2
Aman,0.21264418873794494,0.2769445695382399,0.442485526857204
Aus,0.28260181536842666,0.3598175145164651,0.2127282416455003
Boro,0.35782211669215336,0.5876940970469028,-0.3741254879822302
