Season,MAE,RMSE,R2
Aman,0.21679761679537998,0.27551006092752256,0.4482461599674191
Aus,0.29451064588022186,0.3796113747067681,0.12372886056708587
Boro,0.3017506963378649,0.5390618153741275,-0.15611457710379772
