Fold,MAE,RMSE,R2
1,0.5813919709218319,0.7963020346971401,0.0630189110127809
2,0.6346395336818845,0.846992229826374,-0.11084345186994926
3,0.6104992291478526,0.8682702078297878,-0.06288985813314718
4,0.6049892177119219,0.8226985651114289,-0.014841726273365552
5,0.6541425782209495,0.8381600162963861,-0.14785396263976125
