Season,MAE,RMSE,R2
Aman,0.20406093649335752,0.2641920513054086,0.49264735053308284
Aus,0.2901805522769709,0.3705129750301575,0.16522984014274866
Boro,0.2718332091316467,0.4896519796123503,0.04610896452139812
