Fold,MAE,RMSE,R2
1,0.5464493167933575,0.7398939240082986,0.19106412402173922
2,0.5760922287853478,0.8164261275374765,-0.03211430250993663
3,0.5456209743615723,0.7741911705983621,0.15496462132124866
4,0.5661771785557774,0.7680117018489022,0.11559230997473324
5,0.5912926977446192,0.748793907672788,0.08386945436615167
