Season,MAE,RMSE,R2
Aman,0.20830358640404734,0.28314500836680523,0.41724198105544663
Aus,0.2947864723242781,0.3644734483469111,0.19222228948846742
Boro,0.3236325138087971,0.5479647467459572,-0.19461778552091946
