Season,MAE,RMSE,R2
Aman,0.20995319616495264,0.2770167533898037,0.4421948637353128
Aus,0.28562918976692736,0.3697240831895025,0.16878082124676097
Boro,0.30025220123240637,0.5065836733215046,-0.021000878306813187
