Fold,MAE,RMSE,R2
1,0.5545870110209113,0.7588237749889657,0.1491421035202256
2,0.6745148833012421,0.9178336302998271,-0.30443348941004245
3,0.5501562586702342,0.7408955782617214,0.22608641632130677
4,0.6122261879662381,0.8177210532929586,-0.00259883225176627
5,0.5673661336955932,0.7331814169071745,0.12167416569476752
