Season,MAE,RMSE,R2
Aman,0.4612755432109054,0.6243553148848486,0.43506569135780293
Aus,0.44620624019715904,0.5570653609653363,0.5267423766336586
Boro,0.4230807572964661,0.5786592010029054,0.48222139076070747
