Season,MAE,RMSE,R2
Aman,0.3320817795693079,0.4833805331762629,0.6613799752600337
Aus,0.2543438733963932,0.3354895940565337,0.8283501540320912
Boro,0.28151860512890076,0.44090483077842085,0.6994006113576787
