Season,MAE,RMSE,R2
Aman,0.19859934170369756,0.25057066450851745,0.5436154978944894
Aus,0.272299676668592,0.35959070920835556,0.213720417574076
Boro,0.3399297073229125,0.6200514234433269,-0.5296045110773484
