Fold,MAE,RMSE,R2
1,0.5389310419609207,0.7429763196946687,0.18431003604326113
2,0.5824562769237674,0.822589504223222,-0.04775642972880956
3,0.5563549768893485,0.7946577945824834,0.10969510962287443
4,0.570980528238332,0.7787946381565879,0.09058368470467959
5,0.5799573849841471,0.748292786577178,0.08509526220753649
