Fold,MAE,RMSE,R2
1,0.537567187754009,0.7308795108641746,0.2106552054797487
2,0.5411278521568657,0.7435178709222517,0.14399395824320393
3,0.5412530351894701,0.7386955827241584,0.23067566922929628
4,0.5525443677090613,0.7389386113511784,0.18128347573336456
5,0.5912107797200448,0.750064128062766,0.08075865257993786
