Fold,MAE,RMSE,R2
1,0.6031732067489798,0.797175239259891,0.0609628450427534
2,0.6076281565185405,0.79562212743346,0.01981576557653808
3,0.5738051187849699,0.7822172399463335,0.13735277283751268
4,0.6295896595478174,0.8459638231872681,-0.07305113490431392
5,0.5616986283353551,0.7260581428203536,0.1386581276856591
