District,Division,Year,Production(tons),Area(ha),Yield_t_ha,Season,Rain,Tmax,Tmin,Tmean,RH,Sunshine,Cloud,Wind,TempRange,NDVI_mean_season,NDVI_max_season,NDVI_integral,NDVI_anom,Area_ir,Area_rf,Area_total,Pct_irrigated,Planting_Month_w,Maturity_Month_w,NDVI_peak_month,NDVI_peak_doy,Yield_t_ha_lag1,Yield_t_ha_lag2,Yield_t_ha_lag3,Yield_t_ha_ma3,NDVI_mean_lag1,NDVI_mean_lag2,NDVI_mean_trend2,Rain_ma3,Tmax_ma3,Tmin_ma3,Sunshine_ma3,NDVI_mean_season_ma3,lag1_rain_interaction,ndvi_rain_interaction,lag1_ndvi_interaction
Bogura,North region,2013,468936.0,184322.57415669505,2.5441050948070605,Aman,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,2.4616343235987737,2.335466854158094,2.1619575473817654,2.3196862417128776,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,10606.361755612583,2252.9539259259263,1.2871612363173144
Bogura,North region,2014,480483.0,181300.78646608896,2.65019810098767,Aman,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,2.5441050948070605,2.4616343235987737,2.335466854158094,2.447068757521309,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,10961.700818492021,2252.9539259259263,1.3302842862402253
Bogura,North region,2006,15891.0,8474.117348505599,1.875239549615437,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,,,,,0.522888888888889,,,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,,2252.9539259259263,
Bogura,North region,2007,44430.0,21268.2539279232,2.0890290359787187,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,1.875239549615437,,,1.875239549615437,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,8079.782139443047,2252.9539259259263,0.9805419244989164
Bogura,North region,2008,60130.0,29102.9679616896,2.066112297520775,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,2.0890290359787187,1.875239549615437,,1.982134292797078,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,9000.929773020307,2252.9539259259263,1.092330071479539
Bogura,North region,2009,27889.0,16549.21465376256,1.6852159201197667,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,2.066112297520775,2.0890290359787187,1.875239549615437,2.0101269610383103,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,8902.189185917847,2252.9539259259263,1.0803471635703077
Bogura,North region,2010,43404.0,22154.92017007104,1.9591133557156404,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,1.6852159201197667,2.066112297520775,2.0890290359787187,1.9467857512064202,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,7261.033661156035,2252.9539259259263,0.8811806800092915
Bogura,North region,2011,53248.0,25622.26675278336,2.0781923985790853,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,1.9591133557156404,1.6852159201197667,2.066112297520775,1.9034805244520607,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,8441.166411993456,2252.9539259259263,1.0243986057775338
Bogura,North region,2012,50923.0,23186.86855778304,2.1961999686631635,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,2.0781923985790853,1.9591133557156404,1.6852159201197667,1.9075072248048308,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,8954.238314677754,2252.9539259259263,1.086663714190353
Bogura,North region,2013,56120.0,23186.86855778304,2.420335452376661,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,2.1961999686631635,2.0781923985790853,1.9591133557156404,2.077835240985963,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,9462.693598313352,2252.9539259259263,1.1483685613920942
Bogura,North region,2014,52125.0,22695.17550246144,2.2967436402660426,Aus,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,2.420335452376661,2.1961999686631635,2.0781923985790853,2.23157593987297,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,10428.418685806908,2252.9539259259263,1.2655665154316187
Bogura,North region,2006,677991.0,187909.7076895104,3.6080679829499154,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,,,,,0.522888888888889,,,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,,2252.9539259259263,
Bogura,North region,2007,759711.0,189872.4330543744,4.001165349697916,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,3.6080679829499154,,,3.6080679829499154,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,15545.962249203536,2252.9539259259263,1.886618658640256
Bogura,North region,2008,782885.0,188891.47505758464,4.1446285480132605,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,4.001165349697916,3.6080679829499154,,3.804616666323916,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,17239.68777006509,2252.9539259259263,2.0921649039642665
Bogura,North region,2009,747627.0,187519.1860447488,3.986936034489769,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,4.1446285480132605,4.001165349697916,3.6080679829499154,3.917953960220364,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,17857.822870539803,2252.9539259259263,2.167180216327823
Bogura,North region,2010,696400.0,186580.72004039423,3.7324328036103154,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,3.986936034489769,4.1446285480132605,4.001165349697916,4.044243310733648,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,17178.378393938252,2252.9539259259263,2.084724553145428
Bogura,North region,2011,692543.0,185738.16453325056,3.7285982756442175,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,3.7324328036103154,3.986936034489769,4.1446285480132605,3.9546657953711146,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,16081.80880648898,2252.9539259259263,1.9516476415322386
Bogura,North region,2012,730444.0,184025.13020964863,3.969262236999097,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,3.7285982756442175,3.7324328036103154,3.986936034489769,3.815989037914767,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,16065.287103659053,2252.9539259259263,1.9496426094646322
Bogura,North region,2013,756043.0,186800.05965848832,4.04733810782616,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,3.969262236999097,3.7285982756442175,3.7324328036103154,3.810097772084543,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,17102.227891816776,2252.9539259259263,2.0754831208130837
Bogura,North region,2014,688437.0,190141.549006464,3.620655262341405,Boro,4308.666666666667,33.36833333333333,21.907692307692308,27.675833333333333,82.52083333333333,284.6,3.623076923076923,2.032,11.628000000000004,0.522888888888889,0.62,6.113,0.0132933333333333,787.0,31361.0,51665.0,0.0142971333066889,7.0,8.0,4.0,92.0,4.04733810782616,3.969262236999097,3.7285982756442175,3.9150662068231576,0.522888888888889,0.522888888888889,0.0,4308.666666666667,33.36833333333333,21.907692307692308,284.6,0.522888888888889,17438.630793920318,2252.9539259259263,2.1163081261588794
Chandpur,Chittagong,2006,77183.0,47748.8589278976,1.61643653341641,Aman,11330.0,33.193333333333335,22.15833333333333,27.675833333333333,83.3,365.0,3.685,0.8333333333333334,11.035,0.5954,0.706,8.931000000000001,0.00112,787.0,86430.0,88597.0,0.0142971333066889,7.0,11.98570286669331,11.0,305.0,,,,,,,,,,,,,,6745.8820000000005,
Chandpur,Chittagong,2007,42389.0,34021.921943116795,1.2459319632463035,Aman,18559.0,33.193333333333335,22.37,27.78166666666667,84.3,343.7,4.086666666666667,0.8083333333333333,10.823333333333334,0.6131333333333333,0.756,9.197,0.0325866666666666,787.0,86430.0,88597.0,0.0142971333066889,7.0,11.98570286669331,10.0,294.0,1.61643653341641,,,1.61643653341641,0.5954,,,11330.0,33.193333333333335,22.15833333333333,365.0,0.5954,29999.44562367515,11379.141533333333,0.9910911198553815
Chandpur,Chittagong,2008,79282.0,47959.2954618624,1.6531101893072149,Aman,14242.0,33.36833333333333,22.063333333333333,27.71583333333333,83.91666666666667,374.8,3.605,0.8616666666666667,11.305,0.6407333333333334,0.793,9.611,0.0529733333333333,787.0,86430.0,88597.0,0.0142971333066889,7.0,11.98570286669331,10.0,295.0,1.2459319632463035,1.61643653341641,,1.4311842483313568,0.6131333333333333,0.5954,0.04533333333333334,14944.5,33.193333333333335,22.264166666666668,354.35,0.6042666666666667,17744.563020553855,9125.324133333334,0.7983101399173482
Chandpur,Chittagong,2009,99443.0,52363.89399200256,1.899075726018156,Aman,15709.0,33.3825641025641,22.034358974358973,27.70846153846154,82.73846153846154,394.5556531398096,3.623076923076923,2.132307692307692,11.34820512820513,0.635,0.767,9.525,0.0343066666666665,787.0,86430.0,88597.0,0.0142971333066889,7.0,11.98570286669331,10.0,294.0,1.6531101893072149,1.2459319632463035,1.61643653341641,1.505159561989976,0.6407333333333334,0.6131333333333333,0.0218666666666667,14710.333333333334,33.251666666666665,22.197222222222223,361.1666666666667,0.6164222222222223,25968.707963827037,9975.215,1.0497249702100815
Chandpur,Chittagong,2010,82066.0,52543.97910279936,1.5618535444268973,Aman,13795.0,33.690000000000005,22.6,28.145,82.73333333333333,381.8,3.7816666666666663,2.0283333333333333,11.090000000000003,0.6529333333333334,0.78,9.794,0.0289466666666666,0.0,21733.0,21733.0,0.0,7.0,12.0,10.0,294.0,1.899075726018156,1.6531101893072149,1.2459319632463035,1.599372626190558,0.635,0.6407333333333334,0.012199999999999989,16170.0,33.31474358974359,22.155897435897433,371.01855104660325,0.6296222222222222,26197.749640420465,9007.215333333334,1.2399698440414548
Chandpur,Chittagong,2011,77592.0,43918.509324096,1.7667266306197,Aman,20758.0,33.45846153846154,21.84307692307692,27.65076923076923,83.41538461538461,398.7676531398096,3.549230769230769,2.2169230769230768,11.61538461538462,0.6407333333333334,0.758,9.611,0.0132933333333333,787.0,86430.0,88597.0,0.0142971333066889,7.0,11.98570286669331,10.0,294.0,1.5618535444268973,1.899075726018156,1.6531101893072149,1.7046798199174227,0.6529333333333334,0.635,0.005733333333333368,14582.0,33.48029914529915,22.2325641025641,383.7185510466032,0.6428888888888888,32420.955875213534,13300.342533333334,1.0007316276991274
Chandpur,Chittagong,2012,90938.0,47187.96462775296,1.9271439384464584,Aman,14668.0,33.03384615384615,21.821538461538463,27.427692307692308,83.4,406.0676531398096,3.6876923076923074,2.3107692307692305,11.212307692307686,0.6282,0.773,9.423,-0.0083066666666666,787.0,86430.0,88597.0,0.0142971333066889,7.0,11.98570286669331,10.0,295.0,1.7667266306197,1.5618535444268973,1.899075726018156,1.7425519670215845,0.6407333333333334,0.6529333333333334,-0.024733333333333385,16754.0,33.51034188034188,22.159145299145298,391.70776875987303,0.6428888888888888,25914.34621792976,9214.4376,1.1098576693552955
Chandpur,Chittagong,2013,70130.0,37006.88324027904,1.895052862048893,Aman,14830.0,33.12307692307692,21.907692307692308,27.515384615384612,83.36923076923077,375.4676531398096,3.8953846153846152,2.226153846153846,11.215384615384616,0.6492,0.774,9.738,0.00968,787.0,86430.0,88597.0,0.0142971333066889,7.0,11.98570286669331,11.0,305.0,1.9271439384464584,1.7667266306197,1.5618535444268973,1.7519080378310186,0.6282,0.6407333333333334,0.008466666666666622,16407.0,33.39410256410256,22.08820512820513,395.5451020932064,0.6406222222222223,28579.544607160977,9627.636,1.2511018448394409
Chandpur,Chittagong,2014,71142.0,42830.30963211264,1.661019978867028,Aman,14830.0,33.25333333333334,22.063333333333333,27.70846153846154,83.4,375.4676531398096,3.6876923076923074,2.0283333333333333,11.212307692307686,0.6284666666666666,0.77,9.427,-0.0127466666666666,787.0,86430.0,88597.0,0.0142971333066889,7.0,11.98570286669331,10.0,294.0,1.895052862048893,1.9271439384464584,1.7667266306197,1.8629744770383503,0.6492,0.6282,0.0002666666666666373,16752.0,33.205128205128204,21.857435897435895,393.43431980647625,0.6393777777777778,28103.633944185083,9320.160666666667,1.190977555368994
Chandpur,Chittagong,2006,24838.0,15171.6647275776,1.63713082552186,Aus,20913.0,35.358333333333334,25.102083333333336,30.230208333333334,83.27083333333333,287.0,4.914583333333334,1.39375,10.256249999999998,0.5026666666666667,0.622,6.032,0.0292166666666667,0.0,31361.0,31361.0,0.0,5.0,8.0,7.0,202.0,,,,,,,,,,,,,,10512.268,
Chandpur,Chittagong,2007,15610.0,9489.878310528,1.6449104497665037,Aus,23695.0,35.333333333333336,24.902083333333334,30.117708333333336,84.35416666666667,282.5,5.110416666666667,1.3979166666666665,10.431250000000002,0.4691666666666667,0.559,5.63,-0.0065166666666666,0.0,31361.0,31361.0,0.0,5.0,8.0,4.0,91.0,1.63713082552186,,,1.63713082552186,0.5026666666666667,,,20913.0,35.358333333333334,25.102083333333336,287.0,0.5026666666666667,38791.814910740475,11116.904166666667,0.7680872123073393
Chandpur,Chittagong,2008,23942.0,12703.0823099136,1.8847394211809088,Aus,22626.0,35.34375,24.68958333333333,30.016666666666666,82.47916666666667,284.2,4.939583333333333,1.4958333333333331,10.654166666666669,0.5440833333333334,0.67,6.529,0.0633833333333333,0.0,31361.0,31361.0,0.0,5.0,8.0,4.0,92.0,1.6449104497665037,1.63713082552186,,1.6410206376441818,0.4691666666666667,0.5026666666666667,0.04141666666666666,22304.0,35.34583333333333,25.002083333333335,284.75,0.48591666666666666,37217.743836416914,12310.4295,0.8949683605437919
Chandpur,Chittagong,2009,21373.0,11988.81215136,1.7827454238304556,Aus,21896.33333333333,35.39102564102564,25.360897435897435,30.37596153846154,81.53205128205128,327.64452251184764,4.834615384615384,3.4102564102564106,10.030128205128207,0.5533333333333333,0.63,6.64,0.0551333333333333,0.0,31361.0,31361.0,0.0,5.0,8.0,4.0,91.0,1.8847394211809088,1.6449104497665037,1.63713082552186,1.7222602321564242,0.5440833333333334,0.4691666666666667,0.08416666666666667,22411.333333333332,35.34513888888889,24.897916666666664,284.56666666666666,0.5053055555555556,41268.882612650894,12115.971111111108,1.0428891463867695
Chandpur,Chittagong,2010,22558.0,11773.51938968832,1.9159946362136309,Aus,20031.0,35.166666666666664,25.84166666666667,30.504166666666663,82.52083333333333,266.5,5.3500000000000005,3.25625,9.324999999999996,0.5094166666666667,0.67,6.113,-0.0072166666666665,0.0,4920.0,4920.0,0.0,6.0,9.0,7.0,202.0,1.7827454238304556,1.8847394211809088,1.6449104497665037,1.7707984315926228,0.5533333333333333,0.5440833333333334,-0.03466666666666662,22739.11111111111,35.356036324786324,24.984188034188033,298.11484083728254,0.5221944444444445,35710.173584747856,10204.125250000001,0.9081602313229648
Chandpur,Chittagong,2011,24282.0,9930.17628928512,2.445273809106573,Aus,22763.0,34.67307692307692,24.775,29.724038461538463,83.59615384615384,290.5445225118477,5.213461538461539,2.919230769230769,9.89807692307692,0.5345,0.596,6.414,0.0187666666666665,0.0,31361.0,31361.0,0.0,5.0,8.0,4.0,101.0,1.9159946362136309,1.7827454238304556,1.8847394211809088,1.8611598270749985,0.5094166666666667,0.5533333333333333,-0.01883333333333337,21517.777777777777,35.30048076923077,25.297382478632482,292.7815075039492,0.5356111111111111,43613.78590413088,12166.823499999999,1.0240991330561857
Chandpur,Chittagong,2012,22360.0,10005.852504384,2.234692145442191,Aus,28223.0,35.16153846153846,25.05192307692308,30.10673076923077,84.4423076923077,285.5445225118477,5.090384615384616,3.146153846153846,10.109615384615385,0.5267499999999999,0.626,6.321,0.0046499999999999,0.0,31361.0,31361.0,0.0,5.0,8.0,4.0,102.0,2.445273809106573,1.9159946362136309,1.7827454238304556,2.04800462305022,0.5345,0.5094166666666667,0.0173333333333332,21563.44444444444,35.07692307692307,25.325854700854702,294.89634834123177,0.5324166666666666,69012.96271441481,14866.465249999997,1.2880479789468873
Chandpur,Chittagong,2013,22552.0,10256.35291693056,2.198832292790212,Aus,23322.0,34.80384615384615,25.04615384615385,29.925,83.3076923076923,290.44452251184765,5.201923076923077,3.2423076923076923,9.757692307692302,0.5430833333333334,0.591,6.517,0.0094666666666666,0.0,31361.0,31361.0,0.0,5.0,8.0,4.0,111.0,2.234692145442191,2.445273809106573,1.9159946362136309,2.198653530254132,0.5267499999999999,0.5345,0.008583333333333387,23672.333333333332,35.00042735042735,25.22286324786325,280.8630150078984,0.5235555555555554,52117.49021600278,12665.7895,1.2136240593205634
Chandpur,Chittagong,2014,25969.0,11860.52680276992,2.189531749461177,Aus,22626.0,35.333333333333336,25.05192307692308,30.117708333333336,83.27083333333333,287.0,5.090384615384616,2.919230769230769,10.109615384615385,0.5450833333333334,0.588,6.541,0.0116666666666667,0.0,31361.0,31361.0,0.0,5.0,8.0,4.0,91.0,2.198832292790212,2.234692145442191,2.445273809106573,2.292932749112992,0.5430833333333334,0.5267499999999999,0.018333333333333424,24769.333333333332,34.87948717948718,24.95769230769231,288.84452251184763,0.5347777777777778,49750.779456671335,12333.0555,1.1985468355950648
Chandpur,Chittagong,2006,205306.0,65122.0135492608,3.152635933848984,Boro,4.0,32.894444444444446,17.744444444444444,25.319444444444443,75.5,284.6,1.1916666666666669,0.8583333333333334,15.150000000000002,0.521,0.61,4.689,0.0304666666666666,42844.0,4696.0,51665.0,0.6315101688679126,7.946611857547039,4.0,3.0,60.0,,,,,,,,,,,,,,2.084,
Chandpur,Chittagong,2007,252391.0,68161.2027224832,3.70285426194142,Boro,951.0,31.616666666666667,16.019444444444446,23.81805555555556,73.80555555555556,257.3,1.1277777777777778,0.7472222222222222,15.59722222222222,0.5166666666666667,0.631,4.65,0.0188222222222222,42844.0,4696.0,51665.0,0.6315101688679126,7.946611857547039,4.0,3.0,60.0,3.152635933848984,,,3.152635933848984,0.521,,,4.0,32.894444444444446,17.744444444444444,284.6,0.521,2998.156773090384,491.35,1.6288618991553085
