Season,MAE,RMSE,R2
Aman,0.19772844540107662,0.2536761621677387,0.5322328102398739
Aus,0.26915568376838667,0.36145523217920056,0.20554536134184587
Boro,0.31682282967852615,0.5617399787814559,-0.25543550015602867
